Conference,Division,School,Contact Name,Title,Sports,Address,City,State,Zip Code,,,,,,
Conference USA,NCAA I,FLORIDA ATLANTIC UNIVERSITY,Lane Kiffin,Head Coach,Men's Football,777 Glades Rd.,Boca Raton,FL,33431-0000,,,,,,
Conference USA,NCAA I,FLORIDA INTERNATIONAL U.,Butch Davis,Head Coach,Men's Football,11200 SW 8th Street,Miami,FL,33199-0000,,,,,,
Conference USA,NCAA I,LOUISIANA TECH UNIVERSITY,Skip Holtz,Head Coach,Men's Football,PO Box 3046,Ruston,LA,71272-0000,,,,,,
Conference USA,NCAA I,MARSHALL UNIVERSITY,"John ""Doc"" Holliday",Head Coach,Men's Football,2001 3rd Avenue,Huntington,WV,25703-0000,,,,,,
Conference USA,NCAA I,MIDDLE TENNESSEE STATE U.,Rick Stockstill,Head Coach,Men's Football,MTSU Box 77,Murfreesboro,TN,37132-3180,,,,,,
Conference USA,NCAA I,"NORTH CAROLINA, U. OF (Charlotte)",Brad Lambert,Head Coach,Men's Football,9201 University City Blvd,Charlotte,NC,28223-0000,,,,,,
Conference USA,NCAA I,"NORTH TEXAS, UNIVERSITY OF",Seth Littrell,Head Coach,Men's Football,1155 Union Circle #311397,Denton,TX,76203-1397,,,,,,
Conference USA,NCAA I,OLD DOMINION UNIVERSITY,Bobby Wilder,Head Coach,Men's Football,Jim Jarrett Athletic Admin. Bldg,Norfolk,VA,23529-0201,,,,,,
Conference USA,NCAA I,RICE UNIVERSITY,Mike Bloomgren,Head Coach,Men's Football,P.O. Box 1892,Houston,TX,77251-1892,,,,,,
Conference USA,NCAA I,"SOUTHERN MISSISSIPPI, U. OF",Jay Hopson,Head Coach,Men's Football,118 College Drive #5017,Hattiesburg,MS,39406-0000,,,,,,
Conference USA,NCAA I,"TEXAS, UNIVERSITY OF AT SAN ANTONIO (UTSA)",Frank Wilson,Head Coach,Men's Football,One UTSA Circle,San Antonio,TX,78249-0691,,,,,,
Conference USA,NCAA I,UNIVERSITY OF TEXAS AT EL PASO (UTEP),Dana Dimel,Head Coach,Men's Football,Brumbelow Building,El Paso,TX,79968-0579,,,,,,
Conference USA,NCAA I,WESTERN KENTUCKY UNIVERSITY,Mike Sanford,Head Coach,Men's Football,1605 Avenue of Champions,Bowling Green,KY,42101-6412,,,,,,
Crossroads League,NAIA 1,INDIANA WESLEYAN UNIV.,Jordan Langs,Head Coach,Men's Football,4201 S Washington St.,Marion,IN,46953-4974,,,,,,
Golden State,NAIA 1,ARIZONA CHRISTIAN UNIVERSITY,Jeff Bowen,Head Coach,Men's Football,2625 E Cactus Rd.,Phoenix,AZ,85032-0000,,,,,,
Sooner,NAIA 1,BACONE COLLEGE,Lawrence Livingston,Head Coach,Men's Football,2299 Old Bacone Rd.,Muskogee,OK,74403-0000,,,,,,
Red River,NAIA 1,LANGSTON UNIVERSITY,Quinton Morgan,Head Coach,Men's Football,PO Box 175,Langston,OK,73050-0175,,,,,,
Sooner,NAIA 1,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,Open,Head Coach,Men's Football,1200 Sycamore St,Waxahachie,TX,75165-2397,,,,,,
Red River,NAIA 1,TEXAS COLLEGE,Charles Moss,Head Coach,Men's Football,2404 North Grand Ave.,Tyler,TX,75702-0000,,,,,,
Sooner,NAIA 1,TEXAS WESLEYAN UNIVERSITY,Joe Prud'homme,Head Coach,Men's Football,1201 Wesleyan St,Fort Worth,TX,76105-0000,,,,,,
Sooner,NAIA 1,WAYLAND BAPTIST UNIVERSITY,Butch Henderson,Head Coach,Men's Football,1900 W 7th St.,Plainview,TX,79072-6900,,,,,,
Great Northeast,NCAA III,ANNA MARIA COLLEGE,Dan Mulrooney,Head Coach,Men's Football,50 Sunset Lane,Paxton,MA,01612-0000,,,,,,
North Atlantic,NCAA III,CASTLETON UNIVERSITY,Tony Valpone,Head Coach,Men's Football,190 College Drive,Castleton,VT,05735-0000,,,,,,
New England Collegiate,NCAA III,DEAN COLLEGE,Steve Tirrell,Head Coach,Men's Football,99 Main St,Franklin,MA,02038-1941,,,,,,
North Eastern,NCAA III,GALLAUDET UNIVERSITY,Chuck Goldstein,Head Coach,Men's Football,"800 Florida Ave., NE",Washington,DC,20002-3695,,,,,,
North Atlantic,NCAA III,HUSSON UNIVERSITY,Gabby Price,Head Coach,Men's Football,1 College Cir,Bangor,ME,04401-2929,,,,,,
Great Northeast,NCAA III,MOUNT IDA COLLEGE,Michael Landers,Head Coach,Men's Football,777 Dedham St.,Newton,MA,02459-0000,,,,,,
Skyline,NCAA III,SUNY MARITIME COLLEGE,Clayton Kendrick-Holmes,Head Coach,Men's Football,6 Pennyfield Ave.,Bronx,NY,10465-4127,,,,,,
Empire 8,NCAA III,ALFRED UNIVERSITY,Bob Rankl,Head Coach,Men's Football,McLane Center,Alfred,NY,14802-0000,,,,,,
SUNYAC,NCAA III,"BROCKPORT, THE COLLEGE AT",Jason Mangone,Head Coach,Men's Football,350 New Campus Dr.,Brockport,NY,14420-0000,,,,,,
Empire 8,NCAA III,HARTWICK COLLEGE,Mark Carr,Head Coach,Men's Football,Binder Gymnasium,Oneonta,NY,13820-0000,,,,,,
North Eastern,NCAA III,MORRISVILLE STATE COLLEGE,Curt Fitzpatrick,Head Coach,Men's Football,80 Eaton Street,Morrisville,NY,13408-0000,,,,,,
Empire 8,NCAA III,SAINT JOHN FISHER COLLEGE,Paul Vosburgh,Head Coach,Men's Football,3690 East Ave.,Rochester,NY,14618-0000,,,,,,
SUNYAC,NCAA III,SUNY CORTLAND,Dan MacNeill,Head Coach,Men's Football,Park Center,Cortland,NY,13045-0000,,,,,,
Empire 8,NCAA III,UTICA COLLEGE,Blaise Faggiano,Head Coach,Men's Football,1600 Burrstone Rd.,Utica,NY,13502-0000,,,,,,
EPAC,NJCAA I,WILLIAMSON COLLEGE OF THE TRADES,Dan Drake,Head Coach,Men's Football,106 S New Middletown Rd,Media,PA,19063-5202,,,,,,
Frontier,NAIA 1,CARROLL COLLEGE,Mike Van Diest,Head Coach,Men's Football,1601 North Benton Avenue,Helena,MT,59625-0000,,,,,,
Cascade,NAIA 1,EASTERN OREGON UNIVERSITY,Tim Camp,Head Coach,Men's Football,One University Blvd.,La Grande,OR,97850-2899,,,,,,
Cascade,NAIA 1,"IDAHO, COLLEGE OF",Mike Moroski,Head Coach,Men's Football,2112 Cleveland Blvd,Caldwell,ID,83605-4432,,,,,,
Frontier,NAIA 1,MONTANA STATE U.-NORTHERN,Andrew Rolin,Head Coach,Men's Football,300 West 13th St,Havre,MT,59501-0000,,,,,,
Frontier,NAIA 1,MONTANA TECH,Chuck Morrell,Head Coach,Men's Football,1300 W. Park St.,Butte,MT,59701-0000,,,,,,
Frontier,NAIA 1,"MONTANA WESTERN, U. OF",Ryan Nourse,Head Coach,Men's Football,710 S. Atlantic St.,Dillon,MT,59725-3511,,,,,,
Frontier,NAIA 1,ROCKY MOUNTAIN COLLEGE,Jason Petrino,Head Coach,Men's Football,1511 Poly Dr.,Billings,MT,59102-1739,,,,,,
Cascade,NAIA 1,SOUTHERN OREGON UNIVERSITY,Charlie Hall,Head Coach,Men's Football,1250 Siskiyou Blvd,Ashland,OR,97520-0000,,,,,,
GAC,NCAA II,"ARKANSAS AT MONTICELLO, UNIVERSITY OF",Hud Jackson,Head Coach,Men's Football,663 University Dr.,Monticello,AR,71656-0000,,,,,,
GAC,NCAA II,ARKANSAS TECH UNIVERSITY,Raymond Monica,Head Coach,Men's Football,1604 Coliseum Dr.,Russellville,AR,72801-0000,,,,,,
GAC,NCAA II,EAST CENTRAL UNIVERSITY,Al Johnson,Head Coach,Men's Football,1100 E. 14th St.,Ada,OK,74820-6999,,,,,,
GAC,NCAA II,HARDING UNIVERSITY,Paul Simmons,Head Coach,Men's Football,915 E. Market St.,Searcy,AR,72149-0000,,,,,,
GAC,NCAA II,HENDERSON STATE UNIVERSITY,Scott Maxfield,Head Coach,Men's Football,1100 Henderson Street,Arkadelphia,AR,71999-0000,,,,,,
GAC,NCAA II,NORTHWESTERN OKLAHOMA STATE U.,Matt Walter,Head Coach,Men's Football,709 Oklahoma Blvd,Alva,OK,73717-0000,,,,,,
GAC,NCAA II,OKLAHOMA BAPTIST UNIV.,Chris Jensen,Head Coach,Men's Football,500 W. University St,Shawnee,OK,74804-2558,,,,,,
GAC,NCAA II,OUACHITA BAPTIST UNIV.,Todd Knight,Head Coach,Men's Football,Box 3788 OBU,Arkadelphia,AR,71998-0000,,,,,,
GAC,NCAA II,SOUTHEASTERN OKLAHOMA STATE U.,Bo Atterberry,Head Coach,Men's Football,"1405 North 4th Ave., PMB 4108",Durant,OK,74701-0000,,,,,,
GAC,NCAA II,SOUTHERN ARKANSAS UNIVERSITY,Bill Keopple,Head Coach,Men's Football,100 E University St.,Magnolia,AR,71753-0000,,,,,,
GAC,NCAA II,SOUTHERN NAZARENE UNIVERSITY,Andy Lambert,Head Coach,Men's Football,6729 NW 39th Expy,Bethany,OK,73008-2605,,,,,,
GAC,NCAA II,SOUTHWESTERN OKLAHOMA STATE U.,Chet Pobolish,Head Coach,Men's Football,100 Campus Dr,Weatherford,OK,73096-3001,,,,,,
GLIAC,NCAA II,ASHLAND UNIVERSITY,Lee Owens,Head Coach,Men's Football,916 King Rd.,Ashland,OH,44805-3702,,,,,,
GLIAC,NCAA II,DAVENPORT UNIVERSITY-GRAND RAPIDS,Sparky McEwen,Head Coach,Men's Football,6191 Kraft Ave SE,Grand Rapids,MI,49512-0000,,,,,,
GLIAC,NCAA II,FERRIS STATE UNIVERSITY,Tony Annese,Head Coach,Men's Football,Ewigleben Sports Complex,Big Rapids,MI,49307-2741,,,,,,
GLIAC,NCAA II,GRAND VALLEY STATE UNIVERSITY,Matt Mitchell,Head Coach,Men's Football,1 Campus Dr.,Allendale,MI,49401-0000,,,,,,
GLIAC,NCAA II,MICHIGAN TECH. UNIVERSITY,Steve Olson,Head Coach,Men's Football,1400 Townsend Dr.,Houghton,MI,49931-1295,,,,,,
GLIAC,NCAA II,NORTHERN MICHIGAN UNIVERSITY,Kyle Nystrom,Head Coach,Men's Football,1401 Presque Isle,Marquette,MI,49855-5301,,,,,,
GLIAC,NCAA II,NORTHWOOD UNIVERSITY (MI),Leonard Haynes,Head Coach,Men's Football,4000 Whiting Drive,Midland,MI,48640-2398,,,,,,
GLIAC,NCAA II,SAGINAW VALLEY STATE,Jim Collins,Head Coach,Men's Football,7400 Bay Rd,University Center,MI,48710-0000,,,,,,
GLIAC,NCAA II,TIFFIN UNIVERSITY,Gary Goff,Head Coach,Men's Football,155 Miami St.,Tiffin,OH,44883-2109,,,,,,
GLIAC,NCAA II,WAYNE STATE UNIVERSITY,Paul Winters,Head Coach,Men's Football,5101 John C. Lodge,Detroit,MI,48202-0000,,,,,,
Great Lakes Valley,NCAA II,"INDIANAPOLIS, UNIV. OF",Bob Bartolomeo,Head Coach,Men's Football,1400 E Hanna Ave.,Indianapolis,IN,46227-3630,,,,,,
Mid-America Intercollegiate,NCAA II,LINCOLN UNIVERSITY,Steven Smith,Head Coach,Men's Football,1570 Baltimore Pike,Lincoln University,PA,19352-0999,,,,,,
Great Lakes Valley,NCAA II,MCKENDREE UNIVERSITY,Mike Babcock,Head Coach,Men's Football,Melvin Price Convocation Ctr.,Lebanon,IL,62254-0000,,,,,,
Great Lakes Valley,NCAA II,MISSOURI U. OF SCIENCE AND TECHNOLOGY,Tyler Fenwick,Head Coach,Men's Football,705 W. 10th St.,Rolla,MO,65409-0000,,,,,,
Great Lakes Valley,NCAA II,QUINCY UNIVERSITY,Gary Bass,Head Coach,Men's Football,1800 College Ave,Quincy,IL,62301-2670,,,,,,
Mid-America Intercollegiate,NCAA II,SOUTHWEST BAPTIST UNIVERSITY,Robert Clardy,Head Coach,Men's Football,1600 University Avenue,Bolivar,MO,65613-0000,,,,,,
Great Lakes Valley,NCAA II,TRUMAN STATE UNIVERSITY,Gregg Nesbitt,Head Coach,Men's Football,100 E. Normal St.,Kirksville,MO,63501-0000,,,,,,
Great Lakes Valley,NCAA II,WILLIAM JEWELL COLLEGE,Shawn Weigel,Head Coach,Men's Football,500 College Hill,Liberty,MO,64068-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,ALDERSON-BROADDUS UNIVERSITY,Salvatore DeWalt,Head Coach,Men's Football,101 College Hill Dr.,Philippi,WV,26416-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,"FINDLAY, UNIVERSITY OF",Rob Keys,Head Coach,Men's Football,1000 N Main St,Findlay,OH,45840-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,HILLSDALE COLLEGE,Keith Otterbein,Head Coach,Men's Football,201 Oak St.,Hillsdale,MI,49242-1361,,,,,,
Great Midwest Athletic Conference,NCAA II,KENTUCKY WESLEYAN COLLEGE,Brent Holsclaw,Head Coach,Men's Football,3000 Frederica St.,Owensboro,KY,42301-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,LAKE ERIE COLLEGE,Gerald Hazzard,Head Coach,Men's Football,391 W. Washington St.,Painesville,OH,44077-3309,,,,,,
Great Midwest Athletic Conference,NCAA II,MALONE UNIVERSITY,Fred Thomas,Head Coach,Men's Football,2600 Cleveland Ave NW,Canton,OH,44709-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,OHIO DOMINICAN UNIVERSITY,Kelly Cummings,Head Coach,Men's Football,1216 Sunbury Rd,Columbus,OH,43219-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,WALSH UNIVERSITY,John Fankhauser,Head Coach,Men's Football,2020 East Maple St.,North Canton,OH,44720-3396,,,,,,
Pacific West,NCAA II,AZUSA PACIFIC UNIVERSITY,Victor Santa Cruz,Head Coach,Men's Football,901 E Alosta Ave,Azusa,CA,91702-7000,,,,,,
Great Northwest,NCAA II,CENTRAL WASHINGTON UNIVERSITY,Ian Shoemaker,Head Coach,Men's Football,400 E University Way,Ellensburg,WA,98926-7570,,,,,,
California Collegiate,NCAA II,HUMBOLDT STATE UNIVERSITY,Rob Smith,Head Coach,Men's Football,1 Harpst St.,Arcata,CA,95521-8222,,,,,,
Great Northwest,NCAA II,SIMON FRASER UNIVERSITY,Thomas Ford,Head Coach,Men's Football,8888 University Drive,Burnaby,BC V5A,1S6-0000,,,,,,
Great Northwest,NCAA II,WESTERN OREGON UNIVERSITY,Arne Ferguson,Head Coach,Men's Football,345 Monmouth Ave N,Monmouth,OR,97361-2111,,,,,,
Great Plains,NAIA 1,BRIAR CLIFF UNIVERSITY,Dennis Wagner,Head Coach,Men's Football,3303 Rebbeca St.,Sioux City,IA,51104-0000,,,,,,
Great Plains,NAIA 1,CONCORDIA UNIVERSITY (NE),Patrick Daberkow,Head Coach,Men's Football,800 N Columbia Ave,Seward,NE,68434-1556,,,,,,
Great Plains,NAIA 1,DAKOTA WESLEYAN UNIVERSITY,Ross Cimpl,Head Coach,Men's Football,1200 W. University Ave.,Mitchell,SD,57301-0000,,,,,,
Great Plains,NAIA 1,DOANE UNIVERSITY,Matt Franzen,Head Coach,Men's Football,1014 Boswell Ave,Crete,NE,68333-2421,,,,,,
Great Plains,NAIA 1,DORDT COLLEGE,Joel Penner,Head Coach,Men's Football,498 4th Ave. NE,Sioux Center,IA,51250-1606,,,,,,
Great Plains,NAIA 1,HASTINGS COLLEGE,Tony Harper,Head Coach,Men's Football,710 N. Turner,Hastings,NE,68901-0000,,,,,,
Great Plains,NAIA 1,MIDLAND UNIVERSITY,Jeff Jamrog,Head Coach,Men's Football,900 N. Clarkson St.,Fremont,NE,68025-4254,,,,,,
Great Plains,NAIA 1,MORNINGSIDE COLLEGE,Steve Ryan,Head Coach,Men's Football,1501 Morningside Ave,Sioux City,IA,51106-1717,,,,,,
Great Plains,NAIA 1,NORTHWESTERN COLLEGE,Matt McCarty,Head Coach,Men's Football,208 8th Street SW,Orange City,IA,51041-1923,,,,,,
Gulf South,NCAA II,DELTA STATE UNIVERSITY,Todd Cooley,Head Coach,Men's Football,228 McClain Ave.,Cleveland,MS,38733-0000,,,,,,
Sunshine State,NCAA II,FLORIDA TECH,Steve Englehart,Head Coach,Men's Football,150 W University Blvd,Melbourne,FL,32901-6982,,,,,,
Gulf South,NCAA II,MISSISSIPPI COLLEGE,John Bland,Head Coach,Men's Football,200 South Capitol Street,Clinton,MS,39056-0000,,,,,,
Gulf South,NCAA II,"NORTH ALABAMA, UNIV. OF",Chris Willis,Head Coach,Men's Football,Hal Self Athletic Annex,Florence,AL,35632-0000,,,,,,
Conference Carolinas,NCAA II,NORTH GREENVILLE UNIVERSITY,Jeff Farrington,Head Coach,Men's Football,7801 North Tigerville Road,Tigerville,SC,29688-1892,,,,,,
Gulf South,NCAA II,SHORTER UNIVERSITY,Zach Morrison,Head Coach,Men's Football,315 Shorter Avenue,Rome,GA,30165-4267,,,,,,
Gulf South,NCAA II,VALDOSTA STATE UNIVERSITY,Kerwin Bell,Head Coach,Men's Football,1500 N. Patterson St.,Valdosta,GA,31698-0000,,,,,,
Gulf South,NCAA II,"WEST ALABAMA, UNIV. OF",Brett Gilliland,Head Coach,Men's Football,1 College Dr.,Livingston,AL,35470-0000,,,,,,
Gulf South,NCAA II,"WEST FLORIDA, UNIV. OF",Pete Shinnick,Head Coach,Men's Football,11000 University Pkwy,Pensacola,FL,32514-5732,,,,,,
Gulf South,NCAA II,"WEST GEORGIA, UNIVERSITY OF",David Dean,Head Coach,Men's Football,"1601 Maple Street,",Carrollton,GA,30118-0000,,,,,,
Heart of America,NAIA 1,AVILA UNIVERSITY,Eric Hicks,Head Coach,Men's Football,11901 Wornall Rd.,Kansas City,MO,64145-1007,,,,,,
Heart of America,NAIA 1,BENEDICTINE COLLEGE,Larry Wilcox,Head Coach,Men's Football,1020 N Second St,Atchison,KS,66002-1499,,,,,,
Heart of America,NAIA 1,CENTRAL METHODIST UNIVERSITY,David Calloway,Head Coach,Men's Football,411 CMU Square,Fayette,MO,65248-0000,,,,,,
Heart of America,NAIA 1,CLARKE UNIVERSITY,Miguel Regalado,Head Coach,Men's Football,1550 Clarke Dr.,Dubuque,IA,52001-3117,,,,,,
Heart of America,NAIA 1,CULVER-STOCKTON COLLEGE,Tom Sallay,Head Coach,Men's Football,1 College Hill,Canton,MO,63435-0000,,,,,,
Heart of America,NAIA 1,EVANGEL UNIVERSITY,Chuck Hepola,Head Coach,Men's Football,1111 N. Glenstone Ave.,Springfield,MO,65802-2125,,,,,,
Heart of America,NAIA 1,EVANGEL UNIVERSITY,Edward Sands,Head Coach,Men's Football,1111 N. Glenstone Ave.,Springfield,MO,65802-2125,,,,,,
Heart of America,NAIA 1,GRACELAND UNIVERSITY,Marc Kolb,Head Coach,Men's Football,1 University Place,Lamoni,IA,50140-0000,,,,,,
Heart of America,NAIA 1,GRAND VIEW UNIVERSITY,Mike Woodley,Head Coach,Men's Football,1200 Grandview Ave,Des Moines,IA,50316-1529,,,,,,
Heart of America,NAIA 1,MIDAMERICA NAZARENE UNIVERSITY,Bruce Pielstick,Head Coach,Men's Football,2030 E. College Way,Olathe,KS,66062-1851,,,,,,
Heart of America,NAIA 1,MISSOURI VALLEY COLLEGE,Paul Troth,Head Coach,Men's Football,500 E. College St.,Marshall,MO,65340-3109,,,,,,
Heart of America,NAIA 1,WILLIAM PENN UNIVERSITY,Todd Hafner,Head Coach,Men's Football,201 Trueblood Ave.,Oskaloosa,IA,52577-0000,,,,,,
Heartland Collegiate,NCAA III,ANDERSON UNIVERSITY (IN),Steve Rock,Head Coach,Men's Football,1100 E. 5th St.,Anderson,IN,46012-3462,,,,,,
Heartland Collegiate,NCAA III,BLUFFTON UNIVERSITY,Denny Dorrel,Head Coach,Men's Football,1 University Dr.,Bluffton,OH,45817-2104,,,,,,
Heartland Collegiate,NCAA III,DEFIANCE COLLEGE,Aaron Mershman,Head Coach,Men's Football,701 N Clinton St.,Defiance,OH,43512-0000,,,,,,
Heartland Collegiate,NCAA III,EARLHAM COLLEGE,Nick Johnson,Head Coach,Men's Football,801 National Rd W,Richmond,IN,47374-4021,,,,,,
Heartland Collegiate,NCAA III,FRANKLIN COLLEGE,Mike Leonard,Head Coach,Men's Football,101 Branigin Blvd.,Franklin,IN,46131-2623,,,,,,
Heartland Collegiate,NCAA III,HANOVER COLLEGE,Matt Theobald,Head Coach,Men's Football,100 Morse Lane,Hanover,IN,47243-0108,,,,,,
Heartland Collegiate,NCAA III,MANCHESTER UNIVERSITY,Nate Jensen,Head Coach,Men's Football,604 E College Ave.,North Manchester,IN,46962-1276,,,,,,
Heartland Collegiate,NCAA III,MOUNT ST. JOSEPH UNIVERSITY,Tyler Hopperton,Head Coach,Men's Football,5701 Delhi Rd,Cincinnati,OH,45233-1670,,,,,,
Heartland Collegiate,NCAA III,ROSE-HULMAN INST. OF TECH.,Jeff Sokol,Head Coach,Men's Football,5500 Wabash Ave,Terre Haute,IN,47803-3920,,,,,,
Southwest JC Football Conf,NJCAA I,ARKANSAS BAPTIST COLLEGE,Richard Wilson,Head Coach,Men's Football,1621 Martin Luther King Dr.,Little Rock,AR,72202-0000,,,,,,
Region 8,NJCAA I,ASA MIAMI,Chris Boden,Head Coach,Men's Football,3909 NE 163rd St.,North Miami Beach,FL,33160-0000,,,,,,
West Coast,NCAA I,BRIGHAM YOUNG UNIVERSITY,Kalani Sitake,Head Coach,Men's Football,331 Student Athlete Bldg.,Provo,UT,84602-0000,,,,,,
WNYAC,NJCAA I,ERIE COMMUNITY COLLEGE,Scott Pilkey,Head Coach,Men's Football,21 Oak St.,Buffalo,NY,14203-2627,,,,,,
Mountain Valley,NJCAA I,HUDSON VALLEY COMMUNITY COLLEGE,Michael Muehling,Head Coach,Men's Football,80 Vandenburgh Ave.,Troy,NY,12180-6025,,,,,,
Sun Conf.,NAIA 1,KEISER UNIVERSITY,Doug Socha,Head Coach,Men's Football,2600 N. Military Trail,West Palm Beach,FL,33409-2911,,,,,,
Independent,NCAA III,LAKEWOOD COLLEGE,Ed Hill,Head Coach,Men's Football,PO Box 450640,Westlake,OH,44145-0000,,,,,,
Peach Belt,NCAA II,"NORTH CAROLINA, UNIVERSITY OF (Pembroke)",Shane Richardson,Head Coach,Men's Football,One University Drive,Pembroke,NC,28372-0000,,,,,,
ACC,NCAA I,"NOTRE DAME, UNIVERSITY OF",Brian Kelly,Head Coach,Men's Football,113 Joyce Center,Notre Dame,IN,46556-0000,,,,,,
Independent,NCAA II,OHIO CITY COLLEGE,Nooner Manny,Head Coach,Men's Football,PO Box 450640,Cleveland,OH,44145-0000,,,,,,
EPAC,NJCAA I,THADDEUS STEVENS COLLEGE OF TECH.,Joe Wysock,Head Coach,Men's Football,750 E King St,Lancaster,PA,17602-3113,,,,,,
Patriot League,NCAA I,UNITED STATES MILITARY ACAD. (ARMY),Jeff Monken,Head Coach,Men's Football,639 Howard Rd.,West Point,NY,10996-0000,,,,,,
EPAC,NJCAA I,VALLEY FORGE MILITARY COLLEGE,Lou Orth,Head Coach,Men's Football,1001 Eagle Rd,Wayne,PA,19087-3695,,,,,,
Independent,Ind 4yr,VIRGINIA UNIVERSITY OF LYNCHBURG,Bobby Rome,Head Coach,Men's Football,2058 Garfield Ave.,Lynchburg,VA,24502-0000,,,,,,
University Athletic Association,NCAA III,WASHINGTON UNIVERSITY IN ST. LOUIS,Larry Kindbom,Head Coach,Men's Football,330 N. Big Bend,St. Louis,MO,63130-4899,,,,,,
Iowa CC Athletic Conf,NJCAA I,ELLSWORTH COMMUNITY COLLEGE,Charles Alexander,Head Coach,Men's Football,1100 College Ave.,Iowa Falls,IA,50126-1115,,,,,,
Iowa CC Athletic Conf,NJCAA I,IOWA CENTRAL COMMUNITY COLLEGE,Kevin Twait,Head Coach,Men's Football,One Triton Circle,Fort Dodge,IA,50501-5739,,,,,,
Iowa CC Athletic Conf,NJCAA I,IOWA WESTERN COMMUNITY COLLEGE,Scott Strohmeier,Head Coach,Men's Football,2700 College Rd,Council Bluffs,IA,51503-0567,,,,,,
Iowa Intercollegiate,NCAA III,BUENA VISTA UNIVERSITY,Grant Mollring,Head Coach,Men's Football,610 W 4th St,Storm Lake,IA,50588-1713,,,,,,
Iowa Intercollegiate,NCAA III,CENTRAL COLLEGE,Jeff McMartin,Head Coach,Men's Football,812 University St,Pella,IA,50219-1902,,,,,,
Iowa Intercollegiate,NCAA III,COE COLLEGE,Tyler Staker,Head Coach,Men's Football,1220 1st Ave NE,Cedar Rapids,IA,52402-5008,,,,,,
Iowa Intercollegiate,NCAA III,"DUBUQUE, UNIVERSITY OF",Stan Zweifel,Head Coach,Men's Football,2000 University Ave,Dubuque,IA,52001-5050,,,,,,
Iowa Intercollegiate,NCAA III,LORAS COLLEGE,Steve Helminiak,Head Coach,Men's Football,1450 Alta Vista St,Dubuque,IA,52001-0000,,,,,,
Iowa Intercollegiate,NCAA III,LUTHER COLLEGE,Caleb Padilla,Head Coach,Men's Football,700 College Dr,Decorah,IA,52101-1039,,,,,,
Iowa Intercollegiate,NCAA III,LUTHER COLLEGE,Jeff Wattach,Head Coach,Men's Football,700 College Dr,Decorah,IA,52101-1039,,,,,,
Iowa Intercollegiate,NCAA III,NEBRASKA WESLEYAN UNIVERSITY,Brian Keller,Head Coach,Men's Football,5000 Saint Paul Ave.,Lincoln,NE,68504-2794,,,,,,
Iowa Intercollegiate,NCAA III,SIMPSON COLLEGE,Matt Jeter,Head Coach,Men's Football,701 North C St.,Indianola,IA,50125-1202,,,,,,
Ivy League,NCAA I,BROWN UNIVERSITY,Phil Estes,Head Coach,Men's Football,233 Hope St,Providence,RI,02912-0000,,,,,,
Ivy League,NCAA I,COLUMBIA UNIVERSITY,Al Bagnoli,Head Coach,Men's Football,Dodge Fitness Center,New York,NY,10027-0000,,,,,,
Ivy League,NCAA I,CORNELL UNIVERSITY,David Archer,Head Coach,Men's Football,512 Campus Rd,Ithaca,NY,14853-0000,,,,,,
Ivy League,NCAA I,DARTMOUTH COLLEGE,Buddy Teevens,Head Coach,Men's Football,6083 Alumni Gym,Hanover,NH,03755-0000,,,,,,
Ivy League,NCAA I,HARVARD UNIVERSITY,Tim Murphy,Head Coach,Men's Football,65 North Harvard St.,Boston,MA,02163-1012,,,,,,
Ivy League,NCAA I,"PENNSYLVANIA, UNIVERSITY OF",Ray Priore,Head Coach,Men's Football,Weightman Hall,Philadelphia,PA,19104-6322,,,,,,
Ivy League,NCAA I,PRINCETON UNIVERSITY,Bob Surace,Head Coach,Men's Football,Department of Athletics,Princeton,NJ,08544-0000,,,,,,
Ivy League,NCAA I,YALE UNIVERSITY,Tony Reno,Head Coach,Men's Football,20 Tower Parkway,New Haven,CT,06511-0000,,,,,,
Kansas Collegiate,NAIA 1,BETHANY COLLEGE,Paul Hubbard,Head Coach,Men's Football,335 E Swensson St,Lindsborg,KS,67456-1897,,,,,,
Kansas Collegiate,NAIA 1,BETHEL COLLEGE (KS),Terry Harrison,Head Coach,Men's Football,300 E. 27th St.,North Newton,KS,67117-8061,,,,,,
Kansas Collegiate,NAIA 1,FRIENDS UNIVERSITY,Dion Meneley,Head Coach,Men's Football,2100 West University Ave.,Wichita,KS,67213-0000,,,,,,
Kansas Collegiate,NAIA 1,KANSAS WESLEYAN UNIVERSITY,Matt Drinkall,Head Coach,Men's Football,100 E Claflin Ave.,Salina,KS,67401-6146,,,,,,
Kansas Collegiate,NAIA 1,MCPHERSON COLLEGE,Paul Mierkiewicz,Head Coach,Men's Football,1600 E Euclid St.,McPherson,KS,67460-3847,,,,,,
Kansas Collegiate,NAIA 1,OTTAWA UNIVERSITY,Kent Kessinger,Head Coach,Men's Football,1001 S. Cedar St.,Ottawa,KS,66067-3341,,,,,,
Kansas Collegiate,NAIA 1,"SAINT MARY, UNIVERSITY OF",Jay Osborne,Head Coach,Men's Football,4100 S 4th St,Leavenworth,KS,66048-5082,,,,,,
